"","X","LID","Metricas","value"
"324",21,"Gorbea","AREA_MN.z",0.123389112252716
"325",21,"Gorbea","GYRATE_MN.z",0.651154510667386
"326",21,"Gorbea","SHAPE_MN.z",0.524935762682031
"327",21,"Gorbea","PARA_MN.z",-0.494193109905744
"328",21,"Gorbea","PAFRAC.z",0.902491603956573
"329",21,"Gorbea","ENN_MN.z",-0.623469919710485
"330",21,"Gorbea","IJI.z",0.100539043894384
"331",21,"Gorbea","COHESION.z",0.536787494784253
"332",21,"Gorbea","AI.z",0.309830511101413
"333",21,"Gorbea","DIVISION.z",0.215580330407916
"334",21,"Gorbea","NP.z",0.142826559249088
"335",21,"Gorbea","PD.z",0.759294266497722
"336",21,"Gorbea","LSI.z",0.341032024300764
"337",22,"Galvarino","PLAND.z",1.31078044911261
"338",22,"Galvarino","LPI.z",0.455570965156615
"339",22,"Galvarino","ED.z",0.858839134490616
"340",22,"Galvarino","AREA_MN.z",0.345415494451068
"341",22,"Galvarino","GYRATE_MN.z",-0.242406192245162
"342",22,"Galvarino","SHAPE_MN.z",-1.02659277757328
"343",22,"Galvarino","PARA_MN.z",0.21229150418733
"344",22,"Galvarino","PAFRAC.z",-0.722614170753603
"345",22,"Galvarino","ENN_MN.z",-0.629774361621896
"346",22,"Galvarino","IJI.z",-1.50267053803537
"347",22,"Galvarino","COHESION.z",0.760700288478362
"348",22,"Galvarino","AI.z",1.01328244174889
"349",22,"Galvarino","DIVISION.z",-0.326491277537782
"350",22,"Galvarino","NP.z",-0.00665012551001042
"351",22,"Galvarino","PD.z",1.11367881489181
"352",22,"Galvarino","LSI.z",-0.308854905748143
"353",23,"Ercilla","PLAND.z",1.25635118138863
"354",23,"Ercilla","LPI.z",0.10562096994049
"355",23,"Ercilla","ED.z",0.326955473468266
"356",23,"Ercilla","AREA_MN.z",0.497483699548399
"357",23,"Ercilla","GYRATE_MN.z",0.124414981299589
"358",23,"Ercilla","SHAPE_MN.z",-1.17740802492713
"359",23,"Ercilla","PARA_MN.z",0.804019195191865
"360",23,"Ercilla","PAFRAC.z",-1.6144876971124
"361",23,"Ercilla","ENN_MN.z",-0.56299525548036
"362",23,"Ercilla","IJI.z",-0.530973129175988
"363",23,"Ercilla","COHESION.z",0.577387488167044
"364",23,"Ercilla","AI.z",1.37380977324884
"365",23,"Ercilla","DIVISION.z",0.00546136837033311
"366",23,"Ercilla","NP.z",-0.422585248317937
"367",23,"Ercilla","PD.z",0.792682562792703
"368",23,"Ercilla","LSI.z",-0.81376402434517
"369",24,"Curacautin","PLAND.z",-1.02411699335
"370",24,"Curacautin","LPI.z",-0.68255524305255
