"","obs","F1","F2","F3"
"1",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.328842997015403,-0.328842997015403,-0.328842997015403
"2",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.520775864479256,-0.520775864479256,-0.520775864479256
"3",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.384443914590504,-0.384443914590504,-0.384443914590504
"4",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),0.947448942472564,0.947448942472564,0.947448942472564
"5",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.647371395423271,-0.647371395423271,-0.647371395423271
"6",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),0.104385594180477,0.104385594180477,0.104385594180477
"7",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.697637885283091,-0.697637885283091,-0.697637885283091
"8",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),0.242508017264183,0.242508017264183,0.242508017264183
"9",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.723155260177338,-0.723155260177338,-0.723155260177338
"10",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),1.28841507803499,1.28841507803499,1.28841507803499
"11",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-1.32529371113613,-1.32529371113613,-1.32529371113613
"12",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),0.160656443281917,0.160656443281917,0.160656443281917
"13",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.46633539792922,-0.46633539792922,-0.46633539792922
"14",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.853018536561081,-0.853018536561081,-0.853018536561081
"15",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.888415343593245,-0.888415343593245,-0.888415343593245
"16",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-0.395499298943789,-0.395499298943789,-0.395499298943789
"17",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),-2.32352105909908,-2.32352105909908,-2.32352105909908
"18",c(43, 42, 41, 38, 37, 36, 35, 34, 32, 31, 30, 29, 28, 26, 25, 22, 20, 19, 18, 14, 13, 12, 9, 7, 8, 6, 4, 3, 2, 1, 5, 11, 15, 16, 17, 21, 23, 24, 33, 40, 27, 39, 10),1.12758570917712,1.12758570917712,1.12758570917712
